"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","provenance_id_rnb","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_dpe","categorie_erp","secteur_activite","etiquette_dpe","etiquette_ges","annee_construction","periode_construction","surface_shon","surface_utile","nombre_occupant","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","nom_residence","complement_adresse_batiment","complement_adresse_logement","conso_kwhep_m2_an","emission_ges_kg_co2_m2_an","type_energie_principale_chauffage","type_energie_n1","type_usage_energie_n1","conso_ep_energie_n1","conso_ef_energie_n1","frais_annuel_energie_n1","annee_releve_conso_energie_n1","type_energie_n2","type_usage_energie_n2","conso_ep_energie_n2","conso_ef_energie_n2","frais_annuel_energie_n2","annee_releve_conso_energie_n2","type_energie_n3","type_usage_energie_n3","conso_ep_energie_n3","conso_ef_energie_n3","frais_annuel_energie_n3","annee_releve_conso_energie_n3"
"2220T0993013F","2023-10-26","2022-05-03","2022-05-03","2022-05-09","2032-05-02",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge",,"locaux d'entreprise (bureaux)",,,1949,"1948-1974",,21.9,500,"2 Rue du Docteur Versini 20000 Ajaccio","2","Rue du Docteur Versini","Ajaccio","20000","2A004","2A","94","2a004_0460_00002",1176578.78,6108701.65,0.62,"adresse non géocodée ban car aucune correspondance trouvée","2 Rue du Docteur Versini","AJACCIO","20000",0,,,,,,,,,,,,,,,,,,,,,,,,
"2120T0949913M","2023-10-26","2021-11-07","2021-12-19","2021-12-20","2031-12-18",,,,,,"DPE 2006 tertiaire et ERP",2,"dpe tertiaire facture","5ème Catégorie","O : Hôtels et pensions de famille","D","B",1948,"1948-1974",372.3,100,0,"Route de Palombaggia 20137 Porto-Vecchio",,,"Porto-Vecchio","20137","2A247","2A","94","2A247_xnavdo",1226658.23,6075195.26,0.45,"adresse géocodée ban à l'adresse","Les lièges de Palombaggia","PORTO-VECCHIO","20137",0,,,,200.4,5.6,,"Électricité","périmètre de l'usage inconnu",82068.6,35682,5959,2021,,,,,,,,,,,,
"2320T3180267K","2023-10-26","2023-09-19","2023-09-23","2023-09-24","2033-09-22",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","W : Administrations, banques, bureaux",,,,"2013-2021",186,100,0,"Michel Ange 20167 Afa",,"Michel Ange","Afa","20167","2A001","2A","94","2A001_B070",1181831.32,6113281.86,0.48,"adresse géocodée ban à l'adresse","Z.I. DE BALEONE Lot. MICHEL ANGE","AFA","20167",0,,"IMO-23-09-065-AQUEDUC","Etage 1",,,,,,,,,,,,,,,,,,,,,
"2420T4020944E","2024-11-14","2024-10-29","2024-11-13","2024-11-14","2034-11-12",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge",,"locaux d'entreprise (bureaux)",,,1970,"1948-1974",,23.9,500,"Rue General de Carbuccia 20200 Bastia",,"Rue General de Carbuccia","Bastia","20200","2B033","2B","94","2B033_0800",1228474.16,6198916.16,0.39,"adresse non géocodée ban car aucune correspondance trouvée","CENTRE COMMERCIAL LE POLYGONE","BASTIA","20200",,"Bâtiment",,,,,,,,,,,,,,,,,,,,,,,
"2320T0953901Y","2023-10-26","2023-03-07","2023-03-07","2023-03-22","2033-03-06",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement",,"M : Magasins de vente, centres commerciaux","G","G",1987,"1983-1988",382.6,420.8,1,"Route de Corbara 20256 Corbara",,"Route de Corbara","Corbara","20256","2B093","2B","94","2B093_0269",1185147.84,6187277.01,0.52,"adresse non géocodée ban car aucune correspondance trouvée","Zone artisanale de CORBARA","CORBARA","20256",,,,,107,3,,"Électricité","Eau Chaude sanitaire",45064,19593,2821,2023,"Électricité","Eau Chaude sanitaire",45064,19593,2821,2022,"Électricité","Eau Chaude sanitaire",45064,19593,2821,2021
"2220T0069153D","2023-10-26","2022-01-10","2022-01-12","2022-01-13","2032-01-11",,,,,,"DPE 2006 tertiaire et ERP",2,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,1978,"1978-1982",29.8,100,0,"Arena 20215 Vescovato",,,"Vescovato","20215","2B346","2B","94","2B346_r76xkl",1231495.24,6177207.01,0.44,"adresse géocodée ban à l'adresse","Immeuble PUCCI 
lieu dit ARENA","VESCOVATO","20215",0,,,"Rez de chaussée sud est",,,,,,,,,,,,,,,,,,,,,
"2320T0226237W","2023-10-26","2023-01-23","2023-01-23","2023-01-24","2033-01-22",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","5ème Catégorie","X : Établissements sportifs couverts",,,,"avant 1948",290,100,0,"Strada di Cala Rossa 20137 Lecci",,"Strada di Cala Rossa","Lecci","20137","2A139","2A","94","2a139_z5maxs",1228656.31,6079740.86,0.44,"adresse non géocodée ban car aucune correspondance trouvée","LIEUDIT 'OGLIASTRACCIO' 
ROUTE DE CALA ROSSA","LECCI","20137",0,,"2023-01-078",,,,,,,,,,,,,,,,,,,,,,
"2420T0073751B","2024-01-09","2024-01-07","2024-01-08","2024-01-09","2034-01-07",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","N : Restaurants et débits de boisson","F","B",,"1983-1988",425,100,0,"Santa Giulia Bay 20137 Porto-Vecchio",,,"Porto-Vecchio","20137","2A247","2A","94","2A247_B456",1224415.56,6069278.46,0.45,"adresse géocodée ban à l'adresse","SANTA GIULIA","PORTO VECCHIO","20137",0,,"2024-01-013","Etage : Rez de chaussée",394.5,11,,"Électricité","périmètre de l'usage inconnu",184418.6,80182,13690,2023,,,,,,,,,,,,
"2220T2423645N","2023-10-26","2022-10-12","2022-10-16","2022-10-17","2032-10-15",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux","B","A",,"1975-1977",2444.3,100,0,"Résidence Erbajolo 20600 Bastia",,,"Bastia","20600","2B033","2B","94","2B033_A037",1228302.34,6195268.53,0.55,"adresse géocodée ban à l'adresse","Enseigne BIG MAT BRONZINI - RN 193 - Lieudit Erbajolo","BASTIA","20600",0,,"1000.131022.DPE","Local commercial en R + 1",38.5,1.1,,"Électricité","périmètre de l'usage inconnu",103500,45000,13053,2022,,,,,,,,,,,,
"2420T0440287P","2024-02-07","2024-02-06","2024-02-06","2024-02-07","2034-02-05",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",1995,"1989-2000",,161.7,500,"Marines de Porticcio 20166 Grosseto-Prugna",,"Marines de Porticcio","Grosseto-Prugna","20166","2A130","2A","94","2A130_A048",1182552.49,6105208.96,0.68,"adresse non géocodée ban car aucune correspondance trouvée","Les Marines de Porticcio","GROSSETO-PRUGNA","20128",0,,,,337,9.4,,"Électricité","périmètre de l'usage inconnu",55416.2,24094,3880.9,2024,"Électricité","périmètre de l'usage inconnu",53576.2,23294,3752,2023,,,,,,
"2320T2337892J","2023-10-26","2023-03-05","2023-07-10","2023-07-11","2033-07-09","2320T2335439A",,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","autres tertiaires non ERP","B","A",1992,"1989-2000",8555,100,0,"22 Avenue Jean Nicoli 20250 Corte","22","Avenue Jean Nicoli","Corte","20250","2B096","2B","94","2b096_ndab1f_00022",1207755.85,6153782.89,0.55,"adresse géocodée ban à l'adresse","Bâtiment PP2 - 22 Av, Jean Nicoli","CORTE","20250",0,,"23/IMO/0529",,115.3,3,,"Bois – Plaquettes forestières","périmètre de l'usage inconnu",624000,624000,19974.3,2022,"Électricité","périmètre de l'usage inconnu",461082.5,200470.7,58150.7,2022,,,,,,
"2320T2866631M","2023-10-26","2023-08-29","2023-08-29","2023-08-30","2033-08-28",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"autres tertiaires non ERP","C","A",2020,"2013-2021",,120.5,500,"Pernicaggio 20167 Sarrola-Carcopino",,"Pernicaggio","Sarrola-Carcopino","20167","2A271","2A","94","2a271_0tomgp",1181898.55,6112291.02,0.43,"adresse non géocodée ban car aucune correspondance trouvée","Local ""EGGERSMANN, immeuble MSA, Lieudit Pernicaggio","SARROLA-CARCOPINO","20167",0,,,,125.8,3.5,,"Électricité","périmètre de l'usage inconnu",15154.7,6589,1130.8,2023,,,,,,,,,,,,
"2420T3560620K","2024-10-10","2024-10-09","2024-10-09","2024-10-10","2034-10-08",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",1949,"1948-1974",,71.5,500,"8 Rue Clemenceau 20260 Calvi","8","Rue Clemenceau","Calvi","20260","2B050","2B","94","2b050_0271_00008",1172969.3,6180183.73,0.49,"adresse non géocodée ban car aucune correspondance trouvée","8 lieu dit Basse ville, 8 rue Clemenceau","CALVI","20260",0,,,,238.7,6.6,,"Électricité","périmètre de l'usage inconnu",15640,6800,1460.4,2024,,,,,,,,,,,,
"2320T1246488H","2023-10-26","2023-04-03","2023-04-13","2023-04-14","2033-04-12",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","B","A",1986,"1983-1988",580.8,100,0,"Residence le Clos des Mimosas 20600 Bastia",,,"Bastia","20600","2B033","2B","94","2B033_A162",1227862.57,6195791.13,0.54,"adresse géocodée ban à l'adresse","Espace Tamburini, Centre MIDAS","BASTIA","20600",0,,"230328 SCI ALSI",,63.2,1.8,,"Électricité","périmètre de l'usage inconnu",40389.5,17560.6,0.2,2023,,,,,,,,,,,,
"2320T1792639C","2023-10-26","2023-05-24","2023-05-30","2023-05-31","2033-05-29",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"1948-1974",94.4,100,0,"Résidence Montesoro 20600 Bastia",,"Résidence Montesoro","Bastia","20600","2B033","2B","94","2B033_A071",1228097.98,6196472.58,0.63,"adresse géocodée ban à l'adresse","Centre comercial Le Polygone
Montesoro","BASTIA","20600",0,,"23052502","Etage RDC + R-1",,,,,,,,,,,,,,,,,,,,,
"2420T2813109Z","2024-08-05","2024-08-04","2024-08-04","2024-08-05","2034-08-03",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire facture",,"autres tertiaires non ERP","D","B",1985,"1983-1988",,76.7,500,"Boulevard Louis Campi 20090 Ajaccio",,"Boulevard Louis Campi","Ajaccio","20090","2A004","2A","94","2A004_0837",1177458.56,6110954.72,0.54,"adresse non géocodée ban car aucune correspondance trouvée","Résidence La Clairière, boulevard Louis Campi","AJACCIO","20090",0,,,,246.9,6.9,,"Électricité","périmètre de l'usage inconnu",18926.7,8229,1742.3,2024,,,,,,,,,,,,
"2220T2629411P","2023-10-26","2022-11-03","2022-11-06","2022-11-07","2032-11-05",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","5ème Catégorie","W : Administrations, banques, bureaux",,,2019,"2013-2021",52.9,100,0,"Corsu Di lâ€ Aeroportu 20290 Lucciana",,,"Lucciana","20290","2B148","2B","94","2b148_0vhm3s",1230655.61,6182888.65,0.62,"adresse géocodée ban à l'adresse","ZA Les Orangers, route de l'aéroport","LUCCIANA","20290",0,,"22/0597/LLO","Rez-de-chaussée",,,,,,,,,,,,,,,,,,,,,
"2320T3427610P","2023-10-26","2023-10-11","2023-10-11","2023-10-12","2033-10-10",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",1900,"avant 1948",,48.7,500,"4 Boulevard Danielle Casanova 20000 Ajaccio","4","Boulevard Danielle Casanova","Ajaccio","20000","2A004","2A","94","2a004_0400_00004",1176768.77,6108108.22,0.6,"adresse non géocodée ban car aucune correspondance trouvée","4 boulevard Danielle Casanova, entrée rue Bonaparte","AJACCIO","20000",0,,,,323.6,9,,"Électricité","périmètre de l'usage inconnu",15752.7,6849,1171.7,2022,,,,,,,,,,,,
"2320T3410341K","2023-10-26","2023-10-10","2023-10-10","2023-10-11","2033-10-09",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge",,"locaux d'entreprise (bureaux)",,,1980,"1978-1982",1537,1690.7,10,"ZI Tragone 20620 Biguglia",,"ZI Tragone","Biguglia","20620","2B037","2B","94","2B037_A247",1228658.7,6188320.62,0.77,"adresse non géocodée ban car aucune correspondance trouvée","ZI DE TRAGONE","BIGUGLIA","20620",,,"BLOC 1",,,,,,,,,,,,,,,,,,,,,,
"2220T1758520U","2023-10-26","2022-07-25","2022-07-31","2022-08-01","2032-07-30",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","A",2016,"2013-2021",95,100,0,"Farone 20167 Afa",,,"Afa","20167","2A001","2A","94","2A001_qp3rp4",1181457.93,6113009.38,0.45,"adresse géocodée ban à l'adresse","Bâtiment C
Lieu dit Farone - ZI Baléone","AFA","20167",0,,"22/08/0054",,100.6,2.8,,"Électricité","périmètre de l'usage inconnu",10515.6,4572,917,2021,,,,,,,,,,,,
"2320T1321849U","2023-10-26","2023-04-16","2023-04-19","2023-04-20","2033-04-18",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",,"avant 1948",17.7,100,0,"Rue de la Citadelle 20137 Porto-Vecchio",,"Rue de la Citadelle","Porto-Vecchio","20137","2A247","2A","94","2A247_0088",1224500.77,6075337.86,0.96,"adresse non géocodée ban car aucune correspondance trouvée","RUE DE LA CITADELLE","PORTO VECCHIO","20137",0,,"2023-04-061","Etage : Rez de chaussée et sous sol",213.7,5.9,,"Électricité","périmètre de l'usage inconnu",4156.1,1807,496,2023,,,,,,,,,,,,
"2320T1537230R","2023-10-26","2023-05-04","2023-05-09","2023-05-10","2033-05-08",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","W : Administrations, banques, bureaux","D","B",2009,"2006-2012",225.9,100,0,"Rue Pierre Andreani 20137 Porto-Vecchio",,"Rue Pierre Andreani","Porto-Vecchio","20137","2A247","2A","94","2A247_0038",1224523.74,6078001.86,0.45,"adresse géocodée ban à l'adresse","C2C CORSE - Les terrasses di Fiori-Bât. I- Entrée A-Rue Pierre Andreani","PORTO-VECCHIO","20137",0,,"E.33755.23","Etage : Rez-de-chaussée",221.4,6.2,,"Électricité","périmètre de l'usage inconnu",54999.9,23913,4006,2023,,,,,,,,,,,,
"2320T1096190P","2023-10-26","2023-03-30","2023-03-31","2023-04-01","2033-03-30",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","U : Établissements de soins","C","A",,"avant 1948",124.9,100,0,"Quai Napoleon 20000 Ajaccio",,"Quai Napoleon","Ajaccio","20000","2A004","2A","94","2A004_0980",1176761.61,6108179.12,0.59,"adresse géocodée ban à l'adresse","39 COURS NAPOLEON","AJACCIO","20000",0,,"23-03-SCI-1347","Etage 1",346.1,9.6,"Électricité","Électricité","Chauffage",47529.5,20665,3159,2021,,,,,,,,,,,,
"2220T0264764Q","2023-10-26","2022-01-31","2022-02-09","2022-02-10","2032-02-08",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge","5ème Catégorie","W : Administrations, banques, bureaux",,,1948,"1948-1974",61.7,100,0,"Cours du General Leclerc 20000 Ajaccio",,,"Ajaccio","20000","2A004","2A","94","2A004_0630",1175828.72,6107991.51,0.69,"adresse géocodée ban à l'adresse","Palais Grandval bâtiment D
Cr Général Leclerc","AJACCIO","20000",0,,,"Bat. D; Etage RDC",,,,,,,,,,,,,,,,,,,,,
"2320T0463915I","2023-10-26","2023-02-12","2023-02-12","2023-02-13","2033-02-11",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement",,"locaux d'entreprise (bureaux)","D","B",2009,"2006-2012",,80.2,500,"340 Rue des Platanes 20290 Borgo","340","Rue des Platanes","Borgo","20290","2B042","2B","94","2b042_0472_00340",1228394.32,6186848.5,0.96,"adresse géocodée ban à l'adresse","340 Rue des Platanes","BORGO","20290",0,"Local commercial",,"Droite",224.6,6.2,,"Électricité","périmètre de l'usage inconnu",18015.9,7833,1326.5,2023,,,,,,,,,,,,
"2420T0063155N","2024-01-08","2023-12-19","2024-01-07","2024-01-08","2034-01-06",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées","G","D",,"1983-1988",227.4,100,0,"Santa Crocce 20219 Vivario",,,"Vivario","20219","2B354","2B","94","2B354_B182",1210306.47,6139082.13,0.28,"adresse géocodée ban à l'adresse","restaurant le Chalet - T20","VIVARIO","20219",0,,"23/IMO/7273/ABM",,956.8,26.6,,"Électricité","périmètre de l'usage inconnu",239337.2,104059.7,30184.3,2023,,,,,,,,,,,,
"2220T0498919P","2023-10-26","2022-03-07","2022-03-10","2022-03-11","2032-03-09",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","O : Hôtels et pensions de famille","B","A",1975,"1975-1977",370,100,0,"Route de la Canonica 20290 Lucciana",,,"Lucciana","20290","2B148","2B","94","2B148_0221",1230372.3,6182059.82,0.47,"adresse géocodée ban à l'adresse","Auberge Les Oliviers
Rte de la Canonica","LUCCIANA","20290",0,,,,178.9,5,,"Électricité","périmètre de l'usage inconnu",72816.5,31659.3,4681.7,12022,,,,,,,,,,,,
"2320T2445467W","2023-10-26","2023-07-11","2023-07-19","2023-07-20","2033-07-18","2320T2445463S",,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","5ème Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,,2009,"2006-2012",20.2,100,0,"Residence les Terrasses du Parc B 20167 Sarrola-Carcopino",,,"Sarrola-Carcopino","20167","2A271","2A","94","2A271_A692",1180955.77,6112085.71,0.38,"adresse géocodée ban à l'adresse","Résidence Villa Verde
Batiment B","SARROLA CARCOPINO","20167",0,,"DIA-PNA04-2307-018","Etage : RDC",,,,,,,,,,,,,,,,,,,,,
"2320T2095575M","2023-10-26","2023-06-21","2023-06-21","2023-06-22","2033-06-20",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","B",,"1989-2000",190,100,0,"Strada di Fossi 20170 San-Gavino-di-Carbini",,"Strada di Fossi","San-Gavino-di-Carbini","20170","2A300","2A","94","2a300_liz7j5",1226347.86,6082476.28,0.47,"adresse géocodée ban à l'adresse","QUARTIER FOSSI
COMMUNE DE SAN GAVINO DI CARBINI","PORTO-VECCHIO","20137",0,,"2023-06-104","Etage : Rdc",160,4.5,,"Électricité","périmètre de l'usage inconnu",33435.1,14537,2617.6,2023,,,,,,,,,,,,
"2120T0058830B","2023-10-26","2021-07-14","2021-07-17","2021-07-18","2031-07-16",,,,,,"DPE 2006 tertiaire et ERP",1,,"1ère Catégorie","J : Structures d’accueil pour personnes âgées ou personnes handicapées","B","A",1948,"1948-1974",44.7,100,,"Punta Mozza 20090 Ajaccio",,,"Ajaccio","20090","2A004","2A","94","2A004_B205",1179355.55,6112176.44,0.54,"adresse géocodée ban à l'adresse","Rec ACQUALONGA, LD ""Punta Mozza""","AJACCIO","20090",0,,,"Etage 1",63.6,1.8,,"Électricité","périmètre de l'usage inconnu",3125.7,1359,213.7,2020,,,,,,,,,,,,
"2420T2480062M","2024-07-09","2024-07-08","2024-07-08","2024-07-09","2034-07-07",,,,,,"DPE 2006 tertiaire et ERP",2.4,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","W : Administrations, banques, bureaux",,,1850,"avant 1948",,54.4,500,"10 Avenue Maréchal Sébastiani 20200 Bastia","10","Avenue Maréchal Sébastiani","Bastia","20200","2B033","2B","94","2b033_1060_00010",1228424.76,6199731.88,0.96,"adresse géocodée ban à l'adresse","10 Avenue Maréchal Sébastiani","BASTIA","20200",0,"Local commercial",,,,,,,,,,,,,,,,,,,,,,,
"2420T2023448K","2024-06-06","2024-04-16","2024-06-05","2024-06-06","2034-06-04",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","locaux d'entreprise (bureaux)","C","A",,"1948-1974",942.9,100,0,"Zone Industrielle de Tragonne 20620 Biguglia",,"Zone Industrielle de Tragonne","Biguglia","20620","2B037","2B","94","2b037_ss1x90",1228904.99,6188306.39,0.46,"adresse géocodée ban à l'adresse","Zone Industrielle de Tragone","BIGUGLIA","20620",0,,"1000.170424.LOC","Local commercial en R + 1",118.3,3.3,,"Électricité","périmètre de l'usage inconnu",122666.7,53333.3,15470.3,2024,,,,,,,,,,,,
"2420T1458522M","2024-04-23","2024-04-22","2024-04-22","2024-04-23","2034-04-21",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge dans un bâtiment de logement",,"M : Magasins de vente, centres commerciaux",,,2009,"2006-2012",52,57,2,"Residence Pinea 20260 Calvi",,"Residence Pinea","Calvi","20260","2B050","2B","94","2B050_A318",1173248.64,6179221.08,0.55,"adresse non géocodée ban car aucune correspondance trouvée","RESIDENCE VICTORIA","CALVI","20260",,,,,,,,,,,,,,,,,,,,,,,,,
"2220T1701226E","2023-10-26","2022-07-24","2022-07-24","2022-07-26","2032-07-23",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture",,"autres tertiaires non ERP","F","C",1981,"1978-1982",,325.6,500,"Les Hameaux de la Liscia 20111 Calcatoggio",,"Les Hameaux de la Liscia","Calcatoggio","20111","2A048","2A","94","2a048_0hrgpv",1176515.9,6122373.3,0.39,"adresse non géocodée ban car aucune correspondance trouvée","La Liscia","CALCATOGGIO","20111",,"Bâtiments à usage commercial",,,505.8,14.4,,"Électricité","périmètre de l'usage inconnu",37795.9,16433,1672.9,2020,"Électricité","périmètre de l'usage inconnu",31238.6,13582,1389.1,2020,"Électricité","périmètre de l'usage inconnu",23365.7,10159,1094.6,2020
"2420T0710502M","2024-02-27","2024-02-20","2024-02-26","2024-02-27","2034-02-25",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","REF : REFuges de montagne","B","A",,"1975-1977",317,100,0,"Strada di U CusciÃ² 20122 Quenza",,"Strada di U CusciÃ²","Quenza","20122","2A254","2A","94","2a254_nzm5xp",1210586.86,6097745.49,0.33,"adresse géocodée ban à l'adresse","ROUTE DU COSCIONE","QUENZA","20122",0,,"2024-02-059","Etage : Rez-de-chaussée et Sous-sol",52.8,1.5,,"Électricité","périmètre de l'usage inconnu",18395.4,7998,604,2023,,,,,,,,,,,,
"2220T0255037N","2023-10-26","2022-02-08","2022-02-08","2022-02-09","2032-02-07",,,,,,"DPE 2006 tertiaire et ERP",2,"dpe tertiaire facture",,"autres tertiaires non ERP","B","A",2008,"2006-2012",,437.9,500,"Route de Mezzavia 20090 Ajaccio",,"Route de Mezzavia","Ajaccio","20090","2A004","2A","94","2A004_0930",1179062.73,6111887.14,0.56,"adresse non géocodée ban car aucune correspondance trouvée","Pole de Suartello Route de Mezzavia","AJACCIO","20090",0,,,,84,2.3,"Électricité","Électricité","Chauffage",36800,16000,2614.2,2022,,,,,,,,,,,,
"2320T3824337I","2023-11-10","2023-11-08","2023-11-09","2023-11-10","2033-11-08",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge","1ère Catégorie","autres tertiaires non ERP",,,1988,"1983-1988",119.8,119.8,1,"Quartier Commercial la Rocade 20167 Ajaccio",,,"Ajaccio","20167","2A004","2A","94","2A004_A082",1179576.79,6111800.68,0.61,"adresse non géocodée ban car aucune correspondance trouvée","Centre commercial La Rocade","Ajaccio","20167",,,,"1-Bâtiment n°1-1-LogZone",,,,,,,,,,,,,,,,,,,,,
"2220T1303117H","2023-10-26","2022-06-12","2022-06-12","2022-06-13","2032-06-11",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture",,"autres tertiaires non ERP","D","B",1947,"avant 1948",,50,500,"Quai Napoleon 20000 Ajaccio",,,"Ajaccio","20000","2A004","2A","94","2A004_0980",1176761.61,6108179.12,0.53,"adresse géocodée ban à l'adresse","Napoleon","AJACCIO","20000",0,,,,249,6.9,,"Électricité","périmètre de l'usage inconnu",12449.9,5413,945.7,2022,,,,,,,,,,,,
"2220T0020666G","2023-10-26","2022-01-04","2022-01-05","2022-01-06","2032-01-04",,,,,,"DPE 2006 tertiaire et ERP",2,"dpe tertiaire facture",,"autres tertiaires non ERP","B","A",1997,"1989-2000",,103.4,500,"6 Avenue de Paris 20000 Ajaccio","6","Avenue de Paris","Ajaccio","20000","2A004","2A","94","2a004_1045_00006",1176456.38,6108195.97,0.96,"adresse géocodée ban à l'adresse","de Paris","AJACCIO","20000",0,"Résidence Diamant III","Sans objet","En façade",39.5,1.1,,"Électricité","périmètre de l'usage inconnu",3272.9,1423,264.4,2021,"Électricité","périmètre de l'usage inconnu",1127,490,121.4,2021,"Électricité","périmètre de l'usage inconnu",1064.9,463,119.9,2021
"2320T0059528Z","2023-10-26","2023-01-05","2023-01-05","2023-01-09","2033-01-04",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement",,"M : Magasins de vente, centres commerciaux","D","B",1920,"avant 1948",155.3,170.8,3,"24 Rue du Cardinal Fesch 20000 Ajaccio","24","Rue du Cardinal Fesch","Ajaccio","20000","2A004","2A","94","2a004_0225_00024",1176600.03,6108390.24,0.98,"adresse non géocodée ban car aucune correspondance trouvée","24 RUE DU CARDINAL FESCH","AJACCIO","20000",,,,,279,8,,"Électricité","Eau Chaude sanitaire",47725,20750,3374,2023,"Électricité","Eau Chaude sanitaire",47725,20750,3374,2022,"Électricité","Eau Chaude sanitaire",47725,20750,3374,2021
"2220T1016100E","2023-10-26","2022-04-06","2022-05-10","2022-05-11","2032-05-09",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","E","D",1962,"1948-1974",660,100,2030,"27 Avenue de lâ€ Imperatrice Eugenie 20000 Ajaccio","27","Avenue de lâ€ Imperatrice Eugenie","Ajaccio","20000","2A004","2A","94","2a004_0730_00027",1176132.93,6108573.45,0.68,"adresse géocodée ban à l'adresse","Bâtiment SAMU/Transports
27 avenue Impératrice Eugénie","AJACCIO Cedex","20303",0,,,,458.1,31.7,,"Électricité","périmètre de l'usage inconnu",276182.5,120079.3,14912.3,2022,"GPL","périmètre de l'usage inconnu",56393,56393,6341.7,2022,,,,,,
