"id","numero_dpe","usr_diagnostiqueur_id","usr_logiciel_id","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","commentaires_ameliorations_recommandations","explication_personnalisee","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","tr002_type_batiment_id","secteur_activite","tr012_categorie_erp_id","tr013_type_erp_id","annee_construction","surface_habitable","surface_thermique_lot","tv016_departement_id","commune","arrondissement","type_voie","nom_rue","numero_rue","batiment","escalier","etage","porte","code_postal","code_insee_commune","code_insee_commune_actualise","numero_lot","quote_part","nom_centre_commercial","surface_commerciale_contractuelle","portee_dpe_batiment","partie_batiment","shon","surface_utile","surface_thermique_parties_communes","en_souterrain","en_surface","nombre_niveaux","nombre_circulations_verticales","nombre_boutiques","presence_verriere","surface_verriere","type_vitrage_verriere","nombre_entrees_avec_sas","nombre_entrees_sans_sas","surface_baies_orientees_nord","surface_baies_orientees_est_ouest","surface_baies_orientees_sud","surface_planchers_hauts_deperditifs","surface_planchers_bas_deperditifs","surface_parois_verticales_opaques_deperditives","etat_avancement","organisme_certificateur","adresse_organisme_certificateur","dpe_vierge","est_efface","date_reception_dpe","longitude","latitude","geo_score","geo_type","geo_adresse","geo_id","geo_l4","geo_l5","tr001_modele_dpe_code","tr001_modele_dpe_type_id","tr001_modele_dpe_modele","tr001_modele_dpe_description","tr001_modele_dpe_fichier_vierge","tr001_modele_dpe_est_efface","tr001_modele_dpe_type","tr001_modele_dpe_type_libelle","tr001_modele_dpe_type_ordre","tr002_type_batiment_code","tr002_type_batiment_description","tr002_type_batiment_libelle","tr002_type_batiment_est_efface","tr002_type_batiment_ordre","tr002_type_batiment_simulateur","tr012_categorie_erp_code","tr012_categorie_erp_categorie","tr012_categorie_erp_groupe","tr012_categorie_erp_est_efface","tr013_type_erp_code","tr013_type_erp_type","tr013_type_erp_categorie_id","tr013_type_erp_est_efface","tr013_type_erp_categorie","tv016_departement_code","tv016_departement_departement","tv017_zone_hiver_id","tv018_zone_ete_id","tv016_departement_altmin","tv016_departement_altmax","tv016_departement_nref","tv016_departement_dhref","tv016_departement_pref","tv016_departement_c2","tv016_departement_c3","tv016_departement_c4","tv016_departement_t_ext_basse","tv016_departement_e","tv016_departement_fch","tv016_departement_fecs_ancienne_m_i","tv016_departement_fecs_recente_m_i","tv016_departement_fecs_solaire_m_i","tv016_departement_fecs_ancienne_i_c","tv016_departement_fecs_recente_i_c","tv017_zone_hiver_code","tv017_zone_hiver_t_ext_moyen","tv017_zone_hiver_peta_cw","tv017_zone_hiver_dh14","tv017_zone_hiver_prs1","tv018_zone_ete_code","tv018_zone_ete_sclim_inf_150","tv018_zone_ete_sclim_sup_150","tv018_zone_ete_rclim_autres_etages","tv018_zone_ete_rclim_dernier_etage"
10356095,"202BV8000021@",13845,3,8,"Méthode Facture",,"\N","\N","2020-10-23","2020-10-26","2015-09-15","lorsqu'il sera envisagé de faire évoluer le système de chauffage et /ou d'eau chaude sanitaire penser à étudier les installations utilisant les énergies renouvelables",,326,"E",14,"C",4,"Autres (théâtres, salles de sport, restaurati","5","4",1,"401.45","401.45",97,"BASTIA",,,"TEMPUS CAFE   RN 193 rond point Sampiero Corso",,,,,,"20600","2B033","2B033",,,"\N","\N","1",,"364.95","100.00","0.00","0","0","2","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"DEKRA","Immeuble la Boursidière - Porte I - Rue de La Boursidière 92350 LE PLESSIS-ROBINSON","0",0,"2020-10-26T15:37:18+01:00",9.444537,42.675294,0.39,"housenumber","193 Avenue Sampiero Corso 20600 Bastia","2b033_1711_00193","193 AVENUE SAMPIERO CORSO",,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,"TR012_005","5ème Catégorie","2ème Groupe",0,"TR013_004","N : Restaurants et débits de boisson",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10356666,"202BV8000022A",13845,3,8,"Méthode Facture",,"\N","\N","2020-10-23","2020-10-24","2015-09-15",,,96,"C",3,"A",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"79.56","79.56",97,"PENTA DI CASINCA",,,"Centre Espace Casinca   FOLELLI",,,"Etage RDC",,,"20213","2B077","2B077","Non communiqué",,"\N","\N","2",,"72.33","100.00","0.00","0","0","2","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"DEKRA","Immeuble la Boursidière - Porte I - Rue de La Boursidière 92350 LE PLESSIS-ROBINSON","0",0,"2020-10-26T16:29:29+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10359609,"202BV8000023B",5410,3,8,"Méthode Facture",,"\N","\N","2020-10-15","2020-10-15","2015-09-15",,,322,"E",10,"B",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"79.56","79.56",97,"BASTIA",,,"22 T rue César Campinchi et Boulevard PAOLI",,,"Etage RDC",,,"20200","2B305","2B305","120 - 121",,"\N","\N","2","Formes","72.33","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT 17 rue Borrel 81100 CASTRES","17 rue Borrel 81100 CASTRES","0",0,"2020-10-27T07:48:35+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10371978,"202BV8000024C",11498,11,8,"3CL - DPE","V1.3","\N","\N","2020-10-19","2020-10-28","2015-08-15","\N","\N",302,"E",10,"B",4,"Batiment(s) a usage de commerces et d habitat","\N","\N",1988,"0.00","0.00",97,"L ILE ROUSSE","20","\N","Residence GINEPARO","\N","\N","\N","Rez de chaussee","\N","20220","2B134","2B134","\N","\N","\N","\N","1","Local commercial situe au rez-de-chaussee d u","\N","0.00","0.00","\N","\N","1","\N","\N","0","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",1,"ORGANISME CERTIFICATEUR","ADRESSE ORGANISME CERTIFICATEUR","\N",0,"2020-10-28T17:27:26+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10378897,"202AV7000030Y",16621,3,7,"Méthode Facture",,"\N","\N","2020-10-29","2020-10-29","2011-09-15",,"Des écarts sont possibles entre les consommations issues de la simulation conventionnelle et celles issues des consommations réelles.  En effet, il n'est pas tenu compte du comportement subjectif des occupants du bien, ni des variations de saisons imprévisibles. Les consommations énergétiques d'un local commercial dépendent très fortement de l'activité commercial de ce local. Elles peuvent donc varier de façon très significatives d'une activité à l'autre.",0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"85.97","85.97",96,"AJACCIO",,,"Résidence Europa A Avenue Noël Franchini",,,,,,"20090","2A004","2A004","Références cadastrales non communiquées",,"\N","\N","2","Local en rez de chaussée inférieur","78.15","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","3.22","0.00","0.00","78.15","0.00",1,"B2C","24 rue des Prés 67380 LINGOLSHEIM","1",0,"2020-10-29T17:45:33+01:00",8.755348,41.939246,0.48,"street","Avenue du Docteur Noel Franchini 20090 Ajaccio","2A004_0442","AVENUE DU DOCTEUR NOEL FRANCHINI",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10379408,"202AV8000027F",5771,3,8,"Méthode Facture",,"\N","\N","2020-10-29","2020-10-29","2011-09-15","Pour ce type de commerce, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' : cette information n'ayant pas été fournie ou n'étant pas exploitable, effectivement, le précédent locataire ayant fait l'objet d'un  depôt de bilan  sans contact à ce jour, il n'est pas possible d'estimer les consommations.  Le diagnostic se limite donc au descriptif et aux recommandations.",,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"981.20","981.20",96,"PORTO-VECCHIO",,,"QUARTIER PORETTA",,,,,,"20137","2A139","2A139","1",,"\N","\N","2","Lot N° 1","892.00","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"C 063 DELIVRE LE 01/10/2017 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES","1",0,"2020-10-29T18:54:40+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10379420,"202AV8000028G",5771,3,8,"Méthode Facture",,"\N","\N","2020-10-29","2020-10-29","2011-09-15","Pour ce type de commerce, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' : cette information n'ayant pas été fournie ou n'étant pas exploitable, effectivement, le précédent locataire ayant fait l'objet d'un  depôt de bilan  sans contact à ce jour, il n'est pas possible d'estimer les consommations.  Le diagnostic se limite donc au descriptif et aux recommandations.",,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"981.20","981.20",96,"PORTO-VECCHIO",,,"QUARTIER PORETTA",,,,,,"20137","2A139","2A139","1",,"\N","\N","2","Lot N° 1","892.00","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"C 063 DELIVRE LE 01/10/2017 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES","1",0,"2020-10-29T18:56:46+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10379708,"202BV7000035D",13845,3,7,"Méthode Facture",,"\N","\N","2020-10-28","2020-10-29","2011-09-15","lorsqu'il sera envisagé de faire évoluer le système de chauffage et /ou d'eau chaude sanitaire penser à étudier les installations utilisant les énergies renouvelables",,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"32.86","32.86",97,"SARI SOLENZARA",,,"lieu dit  Solenzara",,,,,,"20145","2A269","2A269","Non communiqué",,"\N","\N","2","Commerce rez de chaussée","29.87","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"DEKRA","Immeuble la Boursidière - Porte I - Rue de La Boursidière 92350 LE PLESSIS-ROBINSON","1",0,"2020-10-29T20:05:27+01:00",9.402111,41.818779,0.42,"municipality","Sari-Solenzara","2A269","SARI SOLENZARA",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10386990,"202BV7000036E",15533,3,7,"Méthode Facture",,"\N","\N","2020-10-23","2020-10-30","2011-09-15",,,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"45.14","45.14",97,"SAINT-FLORENT",,,"Résidence  Saint Anne  - boulangerie U Nebbiusellu",,,"Local commercial situé en rez-de-chaussée",,,"20217","2B058","2B058","Non communiqué",,"\N","\N","2",,"41.04","100.00","0.00","0","0","2","0","0","0","0.00","\N","0","0","0.00","2.50","0.00","25.00","50.00","2.63",1,"I.Cert","Centre Alphasis - Bâtiment K - Parc d'affaires - Espace Performance 35760 SAINT GREGOIRE","1",0,"2020-10-30T18:36:17+01:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10387492,"202AV8000029H",5771,3,8,"Méthode Facture",,"\N","\N","2020-10-12","2020-10-30","2015-09-15","Pour ce type de bien, la réglementation impose d'utiliser les consommations réelles pour déterminer les étiquettes 'énergie' et 'climat' ; Cependant, les informations (Factures) fournies par le requérant (Propriétaire) sont anormalement basses du fait de la durée de fermeture du commerce (activité estivale), de plus, nous noterons l'absence de production d'eau chaude sanitaire (E.C.S), de ce fait, le résultat pourra s'en trouver sous-estimé par rapport à la réalité.",,297,"E",9,"B",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"37.40","37.40",96,"BONIFACIO",,,"LIEUDIT MONTERASTELLO",,,,,,"20169","2A041","2A041","Non communiqué(s)",,"\N","\N","2","Local commercial Rdc","34.00","100.00","0.00","0","0","2","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"C 063 DELIVRE LE 01/10/2017 PAR QUALIXPERT - 17 RUE BORREL -  81100 CASTRES","17 rue Borrel 81100 CASTRES","0",0,"2020-10-30T20:57:51+01:00",,,0,,,,,,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10395625,"202AV8000030@",12697,3,8,"Méthode Facture",,"\N","\N","2020-10-30","2020-11-02","2015-09-15",,,419,"F",13,"C",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"96.94","96.94",96,"CONCA",,,"Route de Conca, Favone",,,"Local Sud",,,"20135","2A092","2A092","Non communiqué",,"\N","\N","2","Local attenant","88.13","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","6.45","0.00","0.00","0.00",1,"DEKRA Certification S.A.S - 5, Avenue Garlande 92220 Bagneux","Immeuble la Boursidière - Porte I - Rue de La Boursidière 92350 LE PLESSIS-ROBINSON","0",0,"2020-11-02T17:55:04+01:00",9.348573,41.732783,0.3,"street","Strada di Foni 20135 Conca","2a092_svz5g8","STRADA DI FONI",,"V8",1,"6.3c bis","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Energie","8_V8_DPE_6.3c_bis.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10395886,"202BXX000012O",11463,2,24,"3CL - DPE","V2012","\N","\N","2020-11-02","2020-11-02","2015-08-15",,"17",0,"N",0,"N",4,,"\N","3",1968,"0.00","0.00",97,"LUCCIANA","90",,"Cipitello , Casamozza",,,,"RDC","Est","20290","2B148","2B148","NC","\N","\N","\N","0","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"B2C","16 rue Eugène DELACROIX 67200 STRASBOURG","1",0,"2020-11-02T18:26:32+01:00",9.438896,42.519636,0.45,"street","Casamozza 20290 Lucciana","2b148_9p6eno","CASAMOZZA",,"XX",7,,"Autres cas : Demande de subventions, baux commerciaux, ...",,0,"Autres","Autres",7,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10398903,"202AXX000009U",19694,2,24,"3CL - DPE","V2012","\N","\N","2020-11-03","2020-11-03","2015-08-15",,"17",0,"N",0,"N",4,"Commerce","\N","10",2004,"0.00","0.00",96,"PROPRIANO","10",,"Rue Zia Lisabeth",,,,"RDC",,"20110","2A249","2A249","NC","\N","\N","\N","0","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIT'COMPETENCES","16 rue de Villars 57100 OEUTRANGE","1",0,"2020-11-03T12:13:12+01:00",,,0,,,,,,"XX",7,,"Autres cas : Demande de subventions, baux commerciaux, ...",,0,"Autres","Autres",7,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,"TR013_010","U : Établissements de soins",1,0,"Établissements installés dans un bâtiment","2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10402564,"202AP1000001K",19453,10,14,"FACTURE - DPE","V2012","\N","\N","2020-09-09","2020-11-03","2015-08-15","Il ne nous a pas été fourni de relevés exploitables des consommations. Ne pouvant utiliser pour ce type de bien une méthode de calcul conventionnel (voir arrêté du 8 février 2012), il n'est pas possible d'établir une estimation des consommations et de fournir les étiquettes   énergie   et   climat . Le diagnostic se limite aux constatations et aux descriptifs.",,0,"N",0,"N",4,"bureaux","\N","\N",1988,"557.00","557.00",96,"AJACCIO","00","avenue","Colonel Colonna d Ornano","7",,,,,"20000","20004","20004",,,,,"\N",,"\N","\N","\N","\N","\N","\N","\N","\N","\N","\N",,"\N","\N","\N","\N","\N","\N","\N","\N",1,"Wi.Cert","16, rue Villars 57100 THIONVILLE","1",0,"2020-11-03T19:21:24+01:00",8.737038,41.92831,0.79,"housenumber","7 Rue Colonel Colonna d'Ornano 20000 Ajaccio","2a004_0330_00007","7 RUE COLONEL COLONNA D ORNANO",,"P1",2,"6.1 public","Pour les bâtiments à usage principal de bureau, d’administration ou d’enseignement : Consommation par Usage","14_P1_DPE_6.1_public.pdf",0,"Public","Bâtiment public",5,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10403711,"202AV7000031@",20340,3,7,"Méthode Facture",,"\N","\N","2020-10-28","2020-11-04","2011-09-15",,,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1947,"48.13","48.13",96,"AJACCIO",,,"2 Avenue Pascal PAOLI",,,"Rdc",,,"20000","2A004","2A004","18-19",,"\N","\N","2",,"43.75","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"BUREAU VERITAS CERTIFICATION France","9, cours du Triangle 92800 PUTEAUX (92062)","1",0,"2020-11-04T09:14:49+01:00",8.737902,41.925595,0.96,"housenumber","2 Avenue Pascal Paoli 20000 Ajaccio","2a004_1050_00002","2 AVENUE PASCAL PAOLI",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2A","2A - Corse du Sud",3,4,0,6000,4200,34000,126,400,1.8,5,-2,529.2,52,65.9,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10413927,"202BV7000037F",15533,3,7,"Méthode Facture",,"\N","\N","2020-10-14","2020-11-05","2011-09-15",,,0,"N",0,"N",4,"Autres (théâtres, salles de sport, restaurati","\N","\N",1,"165.00","165.00",97,"PIETRACORBARA",,,"Lieudit Morticcia",,,"Local commercial situé en rez-de-chaussée",,,"20233","2B224","2B224","Non communiqué",,"\N","\N","2","MAGASIN","150.00","100.00","0.00","0","0","1","0","0","0","0.00","\N","0","0","0.00","13.00","0.00","150.00","150.00","156.29",1,"I.Cert","Centre Alphasis - Bâtiment K - Parc d'affaires - Espace Performance 35760 SAINT GREGOIRE","1",0,"2020-11-05T16:54:21+01:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,,,,,,"2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10414009,"202BV7000038G",17257,2,7,"3CL - DPE","V2012","\N","\N","2020-11-03","2020-11-05","2015-08-15",,"17",156.41,"C",5.09,"B",4,"Bureaux","\N","28",1985,"0.00","0.00",97,"CALVI","60",,"Résidence Madona di a Serra",,,,"RDC",,"20260","2B050","2B050","NC","\N","\N","\N","0","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"QUALIXPERT","17 rue Borrel 81100 CASTRES","0",0,"2020-11-05T17:03:10+01:00",8.789714,42.553472,0.95,"street","Residence Madona Di à Serra 20260 Calvi","2B050_A313","RESIDENCE MADONA DI A SERRA",,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,"TR013_028","GHU : Usage sanitaire",3,0,"Immeubles de grande hauteur (IGH)","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10433923,"202BV7000039H",16094,2,7,"3CL - DPE","V2012","\N","\N","2020-11-10","2020-11-10","2015-08-15","Le résultat du DPE a été obtenu selon les informations constatée et (ou) communiquées par le requérant.","17",106.31,"C",3.46,"A",4,"Commerce","\N","3",1970,"0.00","0.00",97,"BIGUGLIA","20",,"RN 193 FICABRUNA",,,,"RDC","Façade Est","20620","2B037","2B037","2 (Coté Est)","\N","\N","\N","0","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"I.CERT","BAT G - Parc EDONIA Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2020-11-10T15:33:23+01:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,"TR013_003","M : Magasins de vente, centres commerciaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
10434332,"202BV7000040@",16094,2,7,"3CL - DPE","V2012","\N","\N","2020-11-10","2020-11-10","2015-08-15","Le résultat du DPE a été obtenu selon les informations constatée et (ou) communiquées par le requérant.","17",51.81,"B",1.69,"A",4,"Autres","\N","12",1970,"0.00","0.00",97,"BIGUGLIA","20",,"RN 193 FICABRUNA",,,,"RDC","Façade Nord","20620","2B037","2B037","2 (Coté Ouest)","\N","\N","\N","0","\N","0.00","0.00","0.00","0","0","0","0","0","0","0.00","\N","0","0","0.00","0.00","0.00","0.00","0.00","0.00",1,"I.CERT","BAT G - Parc EDONIA Rue de la Terre Victoria 35760 SAINT-GRÉGOIRE","0",0,"2020-11-10T16:17:39+01:00",,,0,,,,,,"V7",1,"6.3c","Pour  les  autres  bâtiments  non  mentionnés  dans  les  deux  précédents  cas : Consommation par Usage","7_V7_DPE_6.3c.pdf",0,"Vente","Vente",1,"TR002_004","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation","Non résidentiel",0,5,0,,,,,"TR013_012","W : Administrations, banques, bureaux",1,0,"Établissements installés dans un bâtiment","2B","2B - Haute Corse",3,4,0,6000,4000,32000,126,400,1.8,5,-2,504,52,65.5,81.8,98,42,60,"H3",9.65,14.5,22200,2.9,"Ed",5,7,4,5
